ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,CURRENT_BALANCE
ACCT100063125,CUST0072829,CURRENT,ACTIVE,2017-03-01,1399727.36
ACCT100063126,CUST0042461,SALARY,ACTIVE,2017-11-22,92501.17
ACCT100063127,CUST0066601,CURRENT,ACTIVE,2021-07-02,10233.59
ACCT100063128,CUST0005487,SALARY,ACTIVE,2021-06-27,14486.16
ACCT100063129,CUST0062275,CURRENT,ACTIVE,2021-08-25,56145.42
ACCT100063130,CUST0039401,NRO,ACTIVE,2019-04-11,31328.92
ACCT100063131,CUST0006803,CURRENT,,2016-12-14,3637.18
ACCT100063132,CUST0065456,SALARY,ACTIVE,2020-02-07,7439.33
ACCT100063133,CUST0041722,SAVINGS,BLOCKED,2020-12-17,181989.13
ACCT100063134,CUST0027298,CURRENT,ACTIVE,2019-12-02,45777.28
ACCT100063135,CUST0022304,SAVINGS,ACTIVE,2014-11-03,3241.32
ACCT100063136,CUST0040193,CURRENT,ACTIVE,2022-04-22,157415.83
ACCT100063137,CUST0023980,CURRENT,ACTIVE,2016-01-05,14086.05
ACCT100063138,CUST0005860,NRO,BLOCKED,2018-03-05,29695.04
ACCT100063139,CUST0013181,CURRENT,ACTIVE,2018-11-19,28884.4
ACCT100063140,CUST0073349,SAVINGS,DORMANT,2021-03-17,15745.67
ACCT100063141,CUST0050663,CURRENT,ACTIVE,2015-02-20,3946.42
ACCT100063142,CUST0010145,CURRENT,ACTIVE,2018-02-12,1143.9
ACCT100063143,CUST0009630,CURRENT,ACTIVE,2021-11-15,7563.38
ACCT100063144,CUST0064026,NRE,ACTIVE,2021-04-02,1262.9
ACCT100063145,CUST0003268,NRE,ACTIVE,2021-05-06,1133445.27
ACCT100063146,CUST0063942,CURRENT,ACTIVE,2018-05-18,26801.43
ACCT100063147,CUST0062895, SAVINGS ,ACTIVE,2018-02-05,18664.51
ACCT100063148,CUST0002177,NRE,DORMANT,2016-05-29,28662.16
ACCT100063149,CUST0069227,NRO,ACTIVE,2019-05-20,50683.07
ACCT100063150,CUST0051455,NRO,ACTIVE,2016-12-09,73214.23
ACCT100063151,CUST0004736,SAVINGS,ACTIVE,2021-09-28,41740.76
ACCT100063152,CUST0000453,NRE,ACTIVE,2014-11-06,87414.66
ACCT100063153,CUST0024470,CURRENT,ACTIVE,2015-08-02,50079.42
ACCT100063154,CUST0057667,SAVINGS,ACTIVE,2022-01-19,27209.07
ACCT100063155,CUST0050108,CURRENT,ACTIVE,2022-09-16,4401.62
ACCT100063156,CUST0030585,SAVINGS,DORMANT,2021-11-12,7628.15
ACCT100063157,CUST0001837,CURRENT,ACTIVE,2022-01-03,42618.75
ACCT100063158,CUST0006805,NRE,ACTIVE,2020-11-18,49015.88
ACCT100063159,CUST0027802,NRO,ACTIVE,2020-05-28,642439.52
ACCT100063160,CUST0022118,CURRENT,ACTIVE,2020-04-08,64217.84
ACCT100063161,CUST0067936,CURRENT,ACTIVE,2014-12-04,2963.4
ACCT100063162,CUST0041418,NRE,ACTIVE,2022-06-22,14100.85
ACCT100063163,CUST0071247,SALARY,ACTIVE,2021-05-09,26517.61
ACCT100063164,CUST0012789, SALARY ,ACTIVE,2018-01-08,84389.41
ACCT100063165,CUST0000347,SALARY,ACTIVE,2017-08-18,6621.62
ACCT100063166,CUST0043878,NRE,BLOCKED,2016-03-24,9547.24
ACCT100063167,CUST0060848,NRE,DORMANT,2018-06-14,4148.86
ACCT100063168,CUST0016874,SALARY,DORMANT,2018-12-12,72365.2
ACCT100063169,CUST0023052,SALARY,DORMANT,2018-08-05,30343.88
ACCT100063170,CUST0061839,NRO,ACTIVE,2015-09-18,7165.7
ACCT100063171,CUST0001826,Current,ACTIVE,2018-05-09,28771.28
ACCT100063172,CUST0061920,NRE,ACTIVE,2015-06-08,7348.56
ACCT100063173,CUST0074905, SALARY ,ACTIVE,2017-07-08,2745816.32
ACCT100063174,CUST0060787,CURRENT,ACTIVE,2019-12-22,1877.11
ACCT100063175,CUST0016362, NRE ,ACTIVE,2020-08-20,33961.55
ACCT100063176,CUST0065935,NRE,DORMANT,2020-03-31,14392.62
ACCT100063177,CUST0028972,CURRENT,DORMANT,2016-07-30,16604.82
ACCT100063178,CUST0068015,NRE,ACTIVE,2015-06-22,53195.46
ACCT100063179,CUST0024459,NRE,ACTIVE,2020-07-28,15383.94
ACCT100063180,CUST0043620,NRO,ACTIVE,2018-05-17,32153.0
ACCT100063181,CUST0036133,NRO,ACTIVE,2017-01-24,300596.82
ACCT100063182,CUST0005498,SAVINGS,DORMANT,2019-04-13,41703.9
ACCT100063183,CUST0065173,SAVINGS,ACTIVE,2021-08-12,5366.3
ACCT100063184,CUST0039340,NRE,ACTIVE,2019-06-10,459386.09
ACCT100063185,CUST0039358,SAVINGS,ACTIVE,2020-01-11,1315.62
ACCT100063186,CUST0065175,SALARY,ACTIVE,2019-04-14,87434.3
ACCT100063187,CUST0072056,SAVINGS,ACTIVE,2019-07-28,19211.93
ACCT100063188,CUST0074274,SALARY,DORMANT,2018-04-27,3720.05
ACCT100063189,CUST0010733,NRO,ACTIVE,2020-10-28,74524.74
ACCT100063190,CUST0067805,savings,ACTIVE,2020-10-06,34285.22
ACCT100063191,CUST0031449,NRE,ACTIVE,2017-01-23,6013.47
ACCT100063192,CUST0019670,NRO,ACTIVE,2022-06-23,378.23
ACCT100063193,CUST0050425,NRE,ACTIVE,2017-04-09,6894.1
ACCT100063194,CUST0066073,CURRENT,DORMANT,2019-10-09,2630.97
ACCT100063195,CUST0055466,NRO,ACTIVE,2015-04-20,116536.66
ACCT100063196,CUST0045209,SAVINGS,ACTIVE,2015-12-21,6480.33
ACCT100063197,CUST0027377,SAVINGS,ACTIVE,2015-07-08,92891.23
ACCT100063198,CUST0052194,Nre,ACTIVE,2022-02-07,20266.42
ACCT100063199,CUST0003608,NRO,ACTIVE,2019-03-18,7590.02
ACCT100063200,CUST0011728,SAVINGS,CLOSED,2020-06-27,1029.0
ACCT100063201,CUST0071175,NRE,ACTIVE,2016-12-25,9849.34
ACCT100063202,CUST0005719,SAVINGS,ACTIVE,2015-03-04,88735.37
ACCT100063203,CUST0051137,CURRENT,ACTIVE,2016-04-27,18605.9
ACCT100063204,CUST0007384,NRO,ACTIVE,2015-07-18,328084.37
ACCT100063205,CUST0064013,NRE,ACTIVE,2022-07-30,30017.13
ACCT100063206,CUST0040672,CURRENT,ACTIVE,2018-11-20,227197.87
ACCT100063207,CUST0016954,NRO,ACTIVE,2015-11-06,30230.61
ACCT100063208,CUST0005852,Savings,DORMANT,2018-08-11,28598.78
ACCT100063209,CUST0064966,CURRENT,DORMANT,2022-08-24,20030.17
ACCT100063210,CUST0025160,SALARY,ACTIVE,2015-11-01,53650.97
ACCT100063211,CUST0034393,SALARY,ACTIVE,2019-09-12,15753.33
ACCT100063212,CUST0073483, NRO ,ACTIVE,2020-11-30,27217.13
ACCT100063213,CUST0000602,NRO,ACTIVE,2016-11-04,120376.17
ACCT100063214,CUST0014965,NRE,ACTIVE,2015-07-17,41368.46
ACCT100063215,CUST0015018, SAVINGS ,ACTIVE,2021-12-16,144686.92
ACCT100063216,CUST0018382,NRO,ACTIVE,2017-11-03,7303.06
ACCT100063217,CUST0065301,Current,ACTIVE,2016-08-20,1112.93
ACCT100063218,CUST0058011,NRO,ACTIVE,2020-02-19,67789.12
ACCT100063219,CUST0011663,SALARY,ACTIVE,2018-04-10,42012.13
ACCT100063220,CUST0060416,CURRENT,ACTIVE,2021-01-07,1469.14
ACCT100063221,CUST0074323,SALARY,ACTIVE,2019-01-05,2680.45
ACCT100063222,CUST0010869,CURRENT,ACTIVE,2017-09-24,558482.66
ACCT100063223,CUST0017188,CURRENT,DORMANT,2017-03-19,4132.17
ACCT100063224,CUST0041242,NRE,ACTIVE,2020-09-20,2789.59
ACCT100063225,CUST0071837,NRE,ACTIVE,2021-10-07,18491.36
ACCT100063226,CUST0024198,SALARY,CLOSED,2022-06-08,79415.49
ACCT100063227,CUST0015427, CURRENT ,ACTIVE,2014-11-17,3746.28
ACCT100063228,CUST0069527,SAVINGS,DORMANT,2017-02-06,12500.48
ACCT100063229,CUST0037000,NRE,ACTIVE,2017-03-25,34938.38
ACCT100063230,CUST0072843,NRO,ACTIVE,2020-08-27,2537.29
ACCT100063231,CUST0048612,CURRENT,ACTIVE,2017-06-29,51368.58
ACCT100063232,CUST0011773,SAVINGS,ACTIVE,2019-07-07,9225.9
ACCT100063233,CUST0071464,SALARY,ACTIVE,2021-05-11,17646.16
ACCT100063234,CUST0010853,NRO,ACTIVE,2022-03-01,4391.37
ACCT100063235,CUST0035020,NRO,ACTIVE,2018-07-20,7199.35
ACCT100063236,CUST0066175,CURRENT,DORMANT,2016-03-11,16238.68
ACCT100063237,CUST0042286, CURRENT ,ACTIVE,2021-11-02,50855.09
ACCT100063238,CUST0058566,NRO,ACTIVE,2018-10-22,15059.9
ACCT100063239,CUST0054727,CURRENT,ACTIVE,2017-07-25,41898.37
ACCT100063240,CUST0036511,NRE,ACTIVE,2016-04-22,5642.3
ACCT100063241,CUST0060969,CURRENT,ACTIVE,2017-01-08,73081.96
ACCT100063242,CUST0050732,NRO,ACTIVE,2021-10-14,20122.04
ACCT100063243,CUST0025442,SAVINGS,ACTIVE,2018-07-18,157657.09
ACCT100063244,CUST0059361,SAVINGS,ACTIVE,2018-12-03,21082.55
ACCT100063245,CUST0074980,NRE,ACTIVE,2018-12-17,27225.16
ACCT100063246,CUST0016815,SALARY,ACTIVE,2021-09-15,60157.57
ACCT100063247,CUST0031811,NRO,ACTIVE,2016-07-16,4728.19
ACCT100063248,CUST0066869,NRE,ACTIVE,2019-03-26,9661.16
ACCT100063249,CUST0004207,NRE,ACTIVE,2016-01-30,52678.23
ACCT100063250,CUST0011968,CURRENT,ACTIVE,2018-09-21,14164.65
ACCT100063251,CUST0033518,SALARY,ACTIVE,2018-08-08,12057.36
ACCT100063252,CUST0023445,SALARY,ACTIVE,2020-11-07,7560.0
ACCT100063253,CUST0068094,SAVINGS,,2015-09-30,27210.94
ACCT100063254,CUST0000772,SAVINGS,ACTIVE,2017-12-21,53949.18
ACCT100063255,CUST0073347,SALARY,ACTIVE,2019-11-10,18107.0
ACCT100063256,CUST0031526,SALARY,ACTIVE,2019-12-18,222838.83
ACCT100063257,CUST0046407,NRE,ACTIVE,2015-09-13,7398.68
ACCT100063258,CUST0009950,CURRENT,ACTIVE,2019-03-03,147402.8
ACCT100063259,CUST0043225,SALARY,ACTIVE,2021-02-25,23025.86
ACCT100063260,CUST0048463,SALARY,ACTIVE,2021-03-08,24716.48
ACCT100063261,CUST0053322,CURRENT,ACTIVE,2021-08-26,10840.13
ACCT100063262,CUST0016809,NRE,ACTIVE,2017-04-20,3813.79
ACCT100063263,CUST0004876,SAVINGS,ACTIVE,2020-07-03,63400.94
ACCT100063264,CUST0026980,SAVINGS,ACTIVE,2021-04-16,46113.1
ACCT100063265,CUST0000595,SALARY,ACTIVE,2016-07-17,31676.33
ACCT100063266,CUST0039656,CURRENT,ACTIVE,2019-04-21,25477.94
ACCT100063267,CUST0035688,NRO,ACTIVE,2021-02-21,91844.08
ACCT100063268,CUST0034903,savings,ACTIVE,2019-10-06,26206.25
ACCT100063269,CUST0054702,SALARY,ACTIVE,2016-11-05,11213.58
ACCT100063270,CUST0014948,CURRENT,ACTIVE,2017-05-08,16284.48
ACCT100063271,CUST0009822,NRE,DORMANT,2015-07-08,57714.35
ACCT100063272,CUST0060531,NRE,DORMANT,2015-03-20,19274.29
ACCT100063273,CUST0010324,SALARY,DORMANT,2020-10-21,1894.9
ACCT100063274,CUST0009381,SAVINGS,ACTIVE,2016-05-17,6885.37
ACCT100063275,CUST0064790,CURRENT,ACTIVE,2016-09-24,236685.68
ACCT100063276,CUST0071388,SAVINGS,ACTIVE,2022-01-22,10792.0
ACCT100063277,CUST0003696,NRO,ACTIVE,2015-04-17,2324.41
ACCT100063278,CUST0069840,NRE,DORMANT,2020-11-29,5477.79
ACCT100063279,CUST0064207,CURRENT,ACTIVE,2022-06-23,10509.75
ACCT100063280,CUST0069540,CURRENT,ACTIVE,2020-12-28,1306.59
ACCT100063281,CUST0035039,SALARY,ACTIVE,2015-10-22,64877.22
ACCT100063282,CUST0053792,CURRENT,ACTIVE,2021-11-16,158922.51
ACCT100063283,CUST0007226,NRE,ACTIVE,2015-07-07,128996.96
ACCT100063284,CUST0021592, SALARY ,ACTIVE,2017-08-01,8088.67
ACCT100063285,CUST0000518,Nro,ACTIVE,2020-10-18,111423.81
ACCT100063286,CUST0047012,NRE,ACTIVE,2018-06-04,36907.81
ACCT100063287,CUST0069759,CURRENT,ACTIVE,2019-03-16,94705.6
ACCT100063288,CUST0067210,NRO,ACTIVE,2021-07-15,23608.5
ACCT100063289,CUST0070436,SAVINGS,ACTIVE,2015-05-26,9898.97
ACCT100063290,CUST0063132,SAVINGS,ACTIVE,2015-06-19,28343.0
ACCT100063291,CUST0027723,Salary,ACTIVE,2019-12-29,93436.37
ACCT100063292,CUST0009694,SALARY,ACTIVE,2019-10-13,61129.91
ACCT100063293,CUST0061154, CURRENT ,ACTIVE,2021-02-04,3069.12
ACCT100063294,CUST0020673,SAVINGS,ACTIVE,2022-05-12,2389.05
ACCT100063295,CUST0062855,NRE,ACTIVE,2019-03-24,10884.52
ACCT100063296,CUST0051310,NRE,ACTIVE,2015-09-20,20217.33
ACCT100063297,CUST0066341,SALARY,ACTIVE,2018-12-19,40974.76
ACCT100063298,CUST0020643,NRO,ACTIVE,2017-03-24,3182.89
ACCT100063299,CUST0066609,CURRENT,ACTIVE,2016-12-11,22379.68
ACCT100063300,CUST0002581,SALARY,ACTIVE,2021-06-25,175.99
ACCT100063301,CUST0068254,SALARY,ACTIVE,2019-12-28,36711.61
ACCT100063302,CUST0016783,CURRENT,ACTIVE,2021-07-13,7265.03
ACCT100063303,CUST0072723,CURRENT,ACTIVE,2019-06-20,800.67
ACCT100063304,CUST0031110,NRO,,2018-08-29,48496.99
ACCT100063305,CUST0056878,SALARY,ACTIVE,2018-06-21,13291.94
ACCT100063306,CUST0063944,SALARY,BLOCKED,2021-03-11,9979.66
ACCT100063307,CUST0045448,NRE,ACTIVE,2018-07-19,167909.31
ACCT100063308,CUST0023060,SALARY,DORMANT,2020-03-07,3429.42
ACCT100063309,CUST0007226,Nre,ACTIVE,2022-01-18,44471.65
ACCT100063310,CUST0067477,SALARY,ACTIVE,2020-04-11,66047.07
ACCT100063311,CUST0048671,NRO,ACTIVE,2022-01-19,256957.11
ACCT100063312,CUST0074201,NRO,ACTIVE,2021-03-05,5185.13
ACCT100063313,CUST0044634,current,CLOSED,2019-08-01,6153.29
ACCT100063314,CUST0047763,NRE,ACTIVE,2021-12-30,2732.62
ACCT100063315,CUST0014435,SAVINGS,ACTIVE,2020-04-07,13312.8
ACCT100063316,CUST0013956,SAVINGS,DORMANT,2022-07-21,38535.66
ACCT100063317,CUST0060660,SALARY,ACTIVE,2022-07-23,3249.45
ACCT100063318,CUST0015161,salary,ACTIVE,2021-06-07,29779.47
ACCT100063319,CUST0053235,SALARY,ACTIVE,2021-06-17,12622.46
ACCT100063320,CUST0017157,SAVINGS,ACTIVE,2020-05-13,3135.36
ACCT100063321,CUST0068019,NRO,ACTIVE,2021-12-28,5223.66
ACCT100063322,CUST0047164,CURRENT,ACTIVE,2019-07-28,43949.13
ACCT100063323,CUST0024563,nro,ACTIVE,2017-12-21,13737.53
ACCT100063324,CUST0044218,NRE,ACTIVE,2019-05-04,2275.22
ACCT100063325,CUST0015362,Nro,ACTIVE,2019-04-13,773876.13
ACCT100063326,CUST0008967,salary,ACTIVE,2020-08-27,20595.72
ACCT100063327,CUST0073644,CURRENT,DORMANT,2021-10-16,17906.85
ACCT100063328,CUST0045820,NRO,ACTIVE,2019-07-26,10236.15
ACCT100063329,CUST0036586,SAVINGS,ACTIVE,2019-12-11,25946.12
ACCT100063330,CUST0004010,CURRENT,ACTIVE,2017-07-07,43396.39
ACCT100063331,CUST0001710,Salary,BLOCKED,2015-07-12,2935.19
ACCT100063332,CUST0051992,SALARY,ACTIVE,2017-05-14,37419.11
ACCT100063333,CUST0050649,CURRENT,ACTIVE,2017-02-05,108739.74
ACCT100063334,CUST0062713,NRO,ACTIVE,2015-02-16,43991.19
ACCT100063335,CUST0062845,SAVINGS,ACTIVE,2015-02-20,20435.63
ACCT100063336,CUST0052669, SAVINGS ,ACTIVE,2022-06-02,8967.72
ACCT100063337,CUST0036612,CURRENT,ACTIVE,2018-07-26,2851.95
ACCT100063338,CUST0036937,CURRENT,ACTIVE,2018-12-18,1253.61
ACCT100063339,CUST0020198,SALARY,ACTIVE,2015-04-15,35600.35
ACCT100063340,CUST0048091,NRO,ACTIVE,2015-10-23,34580.45
ACCT100063341,CUST0018461,CURRENT,DORMANT,2021-03-07,9616.02
ACCT100063342,CUST0005933,NRE,ACTIVE,2021-03-27,2495.75
ACCT100063343,CUST0066697,CURRENT,ACTIVE,2017-05-13,9362.65
ACCT100063344,CUST0002360,NRE,ACTIVE,2017-05-30,74268.91
ACCT100063345,CUST0058953,CURRENT,ACTIVE,2022-06-19,16565.81
ACCT100063346,CUST0042665,SAVINGS,ACTIVE,2015-04-28,41273.38
ACCT100063347,CUST0050107,SAVINGS,DORMANT,2021-04-22,6121.15
ACCT100063348,CUST0029759,SALARY,ACTIVE,2017-12-08,283835.24
ACCT100063349,CUST0063620,SAVINGS,ACTIVE,2022-02-18,89745.96
ACCT100063350,CUST0046078,SALARY,ACTIVE,2019-04-20,40012.2
ACCT100063351,CUST0017354,nro,DORMANT,2016-05-30,16811.51
ACCT100063352,CUST0001921,NRE,ACTIVE,2017-07-01,1245336.64
ACCT100063353,CUST0024432,CURRENT,ACTIVE,2018-04-01,2347.44
ACCT100063354,CUST0040941,NRO,ACTIVE,2015-09-29,71535.66
ACCT100063355,CUST0032615,SALARY,BLOCKED,2015-06-08,1116.62
ACCT100063356,CUST0048055,SAVINGS,ACTIVE,2017-06-04,2509.6
ACCT100063357,CUST0065596,NRO,ACTIVE,2015-11-10,12752.73
ACCT100063358,CUST0062198,SAVINGS,ACTIVE,2016-03-08,104667.15
ACCT100063359,CUST0037670,NRE,ACTIVE,2016-12-01,30540.5
ACCT100063360,CUST0022325,SAVINGS,ACTIVE,2017-09-07,14205.2
ACCT100063361,CUST0023004,SALARY,ACTIVE,2014-12-04,40245.29
ACCT100063362,CUST0069861,SAVINGS,ACTIVE,2020-09-01,121872.71
ACCT100063363,CUST0057744,NRO,ACTIVE,2018-10-15,10276.89
ACCT100063364,CUST0046293,NRO,ACTIVE,2018-03-18,18319.01
ACCT100063365,CUST0059697,NRO,ACTIVE,2015-03-13,2651.62
ACCT100063366,CUST0034520,NRE,ACTIVE,2016-02-04,41309.1
ACCT100063367,CUST0009062,NRO,ACTIVE,2017-11-02,16346.41
ACCT100063368,CUST0031408,nro,DORMANT,2015-06-18,4504.69
ACCT100063369,CUST0067564, SAVINGS ,ACTIVE,2019-04-20,14621.12
ACCT100063370,CUST0013617,SAVINGS,ACTIVE,2021-11-09,143599.16
ACCT100063371,CUST0032700,NRE,ACTIVE,2022-01-06,11277.55
ACCT100063372,CUST0022968,NRE,ACTIVE,2020-05-09,205552.47
ACCT100063373,CUST0031851,SAVINGS,ACTIVE,2018-10-30,32622.78
ACCT100063374,CUST0045079,NRO,ACTIVE,2022-07-22,181201.04
ACCT100063375,CUST0009297,CURRENT,ACTIVE,2017-09-15,116608.7
ACCT100063376,CUST0062215,SALARY,DORMANT,2014-12-24,173588.02
ACCT100063377,CUST0032002,SAVINGS,ACTIVE,2017-11-09,37623.62
ACCT100063378,CUST0037764, NRO ,ACTIVE,2019-06-24,72447.55
ACCT100063379,CUST0061073,NRE,DORMANT,2015-10-19,13944.14
ACCT100063380,CUST0031349,SAVINGS,ACTIVE,2015-09-30,53032.35
ACCT100063381,CUST0001440,SAVINGS,ACTIVE,2018-06-19,4894.66
ACCT100063382,CUST0043015,SALARY,ACTIVE,2017-08-30,15803.54
ACCT100063383,CUST0034208,CURRENT,ACTIVE,2020-11-05,4927.57
ACCT100063384,CUST0055984,NRO,ACTIVE,2014-11-15,168697.37
ACCT100063385,CUST0058922,NRE,ACTIVE,2017-09-18,5472.45
ACCT100063386,CUST0048896,NRO,ACTIVE,2014-10-21,12617.02
ACCT100063387,CUST0014628,SALARY,ACTIVE,2018-03-18,67002.86
ACCT100063388,CUST0030079,SAVINGS,CLOSED,2020-08-06,41896.61
ACCT100063389,CUST0070391,NRO,ACTIVE,2020-04-15,117720.34
ACCT100063390,CUST0066376,SALARY,ACTIVE,2016-05-24,6720.59
ACCT100063391,CUST0071130,NRO,ACTIVE,2018-02-14,39391.06
ACCT100063392,CUST0026745,CURRENT,ACTIVE,2017-01-20,25554.6
ACCT100063393,CUST0043482,SALARY,ACTIVE,2022-06-08,9596.35
ACCT100063394,CUST0017697,NRE,ACTIVE,2022-04-12,44812.16
ACCT100063395,CUST0033209,CURRENT,DORMANT,2017-10-05,18809.26
ACCT100063396,CUST0068509,CURRENT,ACTIVE,2021-06-17,482280.15
ACCT100063397,CUST0019463,NRO,ACTIVE,2021-07-16,9142.37
ACCT100063398,CUST0042165,NRO,ACTIVE,2015-10-28,14262.47
ACCT100063399,CUST0003134,NRO,ACTIVE,2019-07-24,48109.03
ACCT100063400,CUST0036722,NRE,ACTIVE,2017-02-17,31167.76
ACCT100063401,CUST0073510,SAVINGS,ACTIVE,2019-03-17,7805.66
ACCT100063402,CUST0072512,Nro,ACTIVE,2022-03-12,10144.22
ACCT100063403,CUST0066326,SAVINGS,ACTIVE,2015-05-08,22106.34
ACCT100063404,CUST0033278,SAVINGS,ACTIVE,2018-09-26,6269.21
ACCT100063405,CUST0018485,NRE,ACTIVE,2015-08-11,243005.36
ACCT100063406,CUST0016421,nro,CLOSED,2020-08-31,115979.2
ACCT100063407,CUST0055595,NRE,BLOCKED,2021-04-17,16299.02
ACCT100063408,CUST0009025,CURRENT,ACTIVE,2022-03-21,6343.35
ACCT100063409,CUST0031447,SAVINGS,ACTIVE,2021-08-30,20873.14
ACCT100063410,CUST0027589,NRO,ACTIVE,2021-12-27,25807.08
ACCT100063411,CUST0065696,CURRENT,ACTIVE,2021-02-11,39404.04
ACCT100063412,CUST0047430,NRE,,2017-04-22,3524.36
ACCT100063413,CUST0070474, CURRENT ,ACTIVE,2022-08-21,4355.34
ACCT100063414,CUST0005096,NRE,ACTIVE,2019-07-27,7775.42
ACCT100063415,CUST0027142,nro,ACTIVE,2021-02-17,34778.68
ACCT100063416,CUST0020061,SAVINGS,ACTIVE,2021-04-15,24671.28
ACCT100063417,CUST0008336,CURRENT,ACTIVE,2014-11-19,32675.05
ACCT100063418,CUST0039364,SAVINGS,ACTIVE,2018-08-03,12319.95
ACCT100063419,CUST0042044,NRO,ACTIVE,2016-05-03,2936.39
ACCT100063420,CUST0009120,Savings,ACTIVE,2020-03-22,3221.63
ACCT100063421,CUST0031272,Current,ACTIVE,2020-02-02,3049.83
ACCT100063422,CUST0049904,NRO,ACTIVE,2015-06-14,5419.5
ACCT100063423,CUST0005955,CURRENT,ACTIVE,2021-03-06,24421.38
ACCT100063424,CUST0044847,NRO,BLOCKED,2020-05-15,181289.96
ACCT100063425,CUST0022259,CURRENT,ACTIVE,2016-07-16,19743.65
ACCT100063426,CUST0017726,SALARY,ACTIVE,2021-10-07,248528.53
ACCT100063427,CUST0047679,CURRENT,ACTIVE,2019-04-25,952.75
ACCT100063428,CUST0020560,SALARY,DORMANT,2020-02-15,25867.12
ACCT100063429,CUST0037475,NRO,CLOSED,2020-05-07,8047.39
ACCT100063430,CUST0027649,NRE,ACTIVE,2021-06-23,1794.75
ACCT100063431,CUST0021945,nro,ACTIVE,2018-03-04,9971.83
ACCT100063432,CUST0064799,SAVINGS,ACTIVE,2021-11-23,35039.33
ACCT100063433,CUST0002655,CURRENT,ACTIVE,2017-11-22,149290.1
ACCT100063434,CUST0062602,NRE,ACTIVE,2018-03-05,12200.39
ACCT100063435,CUST0008131,SAVINGS,ACTIVE,2015-10-05,78411.85
ACCT100063436,CUST0053555,NRO,ACTIVE,2015-04-12,14901.66
ACCT100063437,CUST0039335,SAVINGS,ACTIVE,2017-06-10,10124.4
ACCT100063438,CUST0069677,Nro,CLOSED,2019-04-13,100838.79
ACCT100063439,CUST0039160,NRO,ACTIVE,2015-02-15,65958.01
ACCT100063440,CUST0042972, SALARY ,BLOCKED,2019-04-13,103268.3
ACCT100063441,CUST0003124,SALARY,ACTIVE,2018-02-04,10268.25
ACCT100063442,CUST0046308,SALARY,ACTIVE,2016-03-14,54983.09
ACCT100063443,CUST0055653,Nro,DORMANT,2017-04-10,22794.25
ACCT100063444,CUST0000940,CURRENT,ACTIVE,2022-04-14,111540.37
ACCT100063445,CUST0036801,CURRENT,ACTIVE,2017-04-05,39731.35
ACCT100063446,CUST0067143,NRO,ACTIVE,2021-06-12,40307.19
ACCT100063447,CUST0059413,SALARY,ACTIVE,2021-06-22,23461.35
ACCT100063448,CUST0036541,SAVINGS,ACTIVE,2015-12-17,9036.74
ACCT100063449,CUST0037329,NRO,ACTIVE,2016-10-26,13499.5
ACCT100063450,CUST0005947, NRO ,ACTIVE,2016-03-23,6685.77
ACCT100063451,CUST0064532,SALARY,ACTIVE,2019-01-09,21334.42
ACCT100063452,CUST0021182,NRO,ACTIVE,2021-12-19,17591.14
ACCT100063453,CUST0031137,NRE,DORMANT,2021-06-30,7132.25
ACCT100063454,CUST0036030,NRE,ACTIVE,2021-05-29,44922.92
ACCT100063455,CUST0052306,NRO,ACTIVE,2018-07-31,148338.75
ACCT100063456,CUST0027211,CURRENT,ACTIVE,2017-03-10,27240.28
ACCT100063457,CUST0021523,nre,ACTIVE,2016-08-13,4617.04
ACCT100063458,CUST0020212,NRO,CLOSED,2017-08-22,10040.4
ACCT100063459,CUST0042664,NRO,ACTIVE,2021-04-16,132290.29
ACCT100063460,CUST0060702,CURRENT,ACTIVE,2020-01-15,4896.26
ACCT100063461,CUST0054440,Salary,DORMANT,2016-03-11,47765.53
ACCT100063462,CUST0026959,NRE,ACTIVE,2022-01-21,2731.96
ACCT100063463,CUST0032477,NRO,ACTIVE,2020-07-08,7080.26
ACCT100063464,CUST0059140,NRO,DORMANT,2017-03-07,36965.22
ACCT100063465,CUST0001808,NRO,ACTIVE,2021-05-30,31025.36
ACCT100063466,CUST0032977,savings,,2019-02-13,15478.61
ACCT100063467,CUST0056002,NRO,ACTIVE,2015-06-22,29317.65
ACCT100063468,CUST0060405,SAVINGS,ACTIVE,2018-08-04,1722.0
ACCT100063469,CUST0043014,CURRENT,ACTIVE,2016-12-11,58262.85
ACCT100063470,CUST0042926,SAVINGS,ACTIVE,2018-03-27,8790.92
ACCT100063471,CUST0037683,SAVINGS,DORMANT,2022-08-12,17164.38
ACCT100063472,CUST0012148,Salary,ACTIVE,2020-09-09,7740.05
ACCT100063473,CUST0051831,Nre,ACTIVE,2018-03-21,68925.78
ACCT100063474,CUST0063952,NRO,ACTIVE,2019-05-08,20076.7
ACCT100063475,CUST0065855,Nro,ACTIVE,2021-04-08,9545.87
ACCT100063476,CUST0010350, NRE ,DORMANT,2020-05-15,221296.73
ACCT100063477,CUST0005025,NRO,ACTIVE,2018-03-17,89097.85
ACCT100063478,CUST0054357,NRE,ACTIVE,2020-09-25,32877.02
ACCT100063479,CUST0036290,NRO,ACTIVE,2019-05-04,5660.7
ACCT100063480,CUST0059341,NRE,DORMANT,2018-12-05,12953.94
ACCT100063481,CUST0051174,CURRENT,ACTIVE,2017-01-06,18381.08
ACCT100063482,CUST0044942,SAVINGS,ACTIVE,2016-09-12,386950.65
