ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES
ACCT100007345,CUST0005329,CURRENT,ACTIVE,2013-09-17,13300.39,INR,1
ACCT100007346,CUST0006966,SHELL,DORMANT,2012-09-14,797500.15,INR,1
ACCT100007347,CUST0004912,SALARY,ACTIVE,2018-04-15,10304.4,USD,1
ACCT100007348,CUST0005972,NRO,ACTIVE,2012-07-11,272657.95,USD,1
ACCT100007349,CUST0001697,CURRENT,ACTIVE,2013-12-31,132031.23,GBP,1
ACCT100007350,CUST0002651,NRE,ACTIVE,2016-07-21,69814.17,AED,1
ACCT100007351,CUST0004069,SAVINGS,ACTIVE,2017-04-24,19698.72,USD,1
ACCT100007352,CUST0005268,SALARY,CLOSED,2015-06-28,48966.54,INR,2
ACCT100007353,CUST0001634,SALARY,ACTIVE,2012-12-26,4484.07,INR,3
ACCT100007354,CUST0005381,SAVINGS,DORMANT,2014-01-19,282894.42,USD,3
ACCT100007355,CUST0003584, SHELL ,ACTIVE,2021-10-04,111785.02,INR,1
ACCT100007356,CUST0006354,CURRENT,ACTIVE,2016-06-16,33106.68,AED,1
ACCT100007357,CUST0002259,CURRENT,CLOSED,2013-11-15,12657.12,USD,1
ACCT100007358,CUST0007808,SAVINGS,CLOSED,2019-09-09,34861.92,INR,1
ACCT100007359,CUST0007398,SAVINGS,ACTIVE,2021-08-07,16516.66,INR,1
ACCT100007360,CUST0006545,SAVINGS,ACTIVE,2012-01-07,2158.78,INR,1
ACCT100007361,CUST0003031,CURRENT,ACTIVE,2016-08-01,1107943.6,INR,2
ACCT100007362,CUST0006507,CURRENT,ACTIVE,2021-06-24,20303.81,USD,1
ACCT100007363,CUST0005999,CURRENT,ACTIVE,2013-03-02,2520.13,INR,1
ACCT100007364,CUST0004610,NRO,ACTIVE,2015-10-25,138961.91,INR,2
ACCT100007365,CUST0003948,SAVINGS,ACTIVE,2014-09-04,19624.49,INR,2
ACCT100007366,CUST0006323, SAVINGS ,ACTIVE,2019-10-10,6309.44,INR,1
ACCT100007367,CUST0003321,NRO,ACTIVE,2016-01-30,27667.0,AED,1
ACCT100007368,CUST0003964,SAVINGS,DORMANT,2020-04-17,15700.47,INR,1
ACCT100007369,CUST0007984,SAVINGS,ACTIVE,2012-05-27,3347.71,SGD,2
ACCT100007370,CUST0007724,CURRENT,ACTIVE,2014-01-29,175494.62,USD,1
ACCT100007371,CUST0006529,NRE,ACTIVE,2021-03-22,516969.96,INR,3
ACCT100007372,CUST0007988,SALARY,ACTIVE,2012-09-10,12649.43,INR,1
ACCT100007373,CUST0007958,SALARY,BLOCKED,2019-04-29,2002.97,INR,1
ACCT100007374,CUST0002702,TRUST,ACTIVE,2018-09-15,60039.93,INR,1
ACCT100007375,CUST0004071,current,ACTIVE,2020-05-08,83460.76,INR,2
ACCT100007376,CUST0004968,TRUST,ACTIVE,2018-10-24,611323.75,INR,1
ACCT100007377,CUST0001613,SAVINGS,DORMANT,2016-08-29,16814.07,INR,1
ACCT100007378,CUST0003660,CURRENT,ACTIVE,2019-11-28,107780.79,USD,1
ACCT100007379,CUST0005831,NRE,ACTIVE,2016-11-05,359214.55,INR,1
ACCT100007380,CUST0006978,SAVINGS,ACTIVE,2020-06-20,16760.4,INR,3
ACCT100007381,CUST0002933,SAVINGS,ACTIVE,2014-01-08,18304.42,INR,1
ACCT100007382,CUST0003395,CURRENT,ACTIVE,2013-01-15,4243.99,INR,2
ACCT100007383,CUST0006952,TRUST,DORMANT,2018-11-18,340881.46,INR,1
ACCT100007384,CUST0005284,SAVINGS,ACTIVE,2013-09-01,12829.46,INR,1
ACCT100007385,CUST0001785,TRUST,DORMANT,2015-08-25,96272.99,INR,1
ACCT100007386,CUST0000717,SALARY,BLOCKED,2020-08-30,27481.36,INR,1
ACCT100007387,CUST0004860, CURRENT ,ACTIVE,2017-02-07,44284.57,INR,3
ACCT100007388,CUST0000314,SAVINGS,ACTIVE,2020-07-09,25154.17,INR,1
ACCT100007389,CUST0007207,CURRENT,ACTIVE,2019-02-27,2496.08,INR,1
ACCT100007390,CUST0007902, CURRENT ,ACTIVE,2017-03-22,37338.4,INR,1
ACCT100007391,CUST0000108,NRE,DORMANT,2018-11-10,425677.33,AED,2
ACCT100007392,CUST0003556,SALARY,ACTIVE,2015-05-03,6421.25,USD,1
ACCT100007393,CUST0005541,SHELL,ACTIVE,2017-04-04,499363.13,INR,1
ACCT100007394,CUST0005518,SAVINGS,ACTIVE,2018-05-01,23136.76,INR,3
ACCT100007395,CUST0003392,NRO,ACTIVE,2012-04-03,96192.78,USD,1
ACCT100007396,CUST0007706,CURRENT,BLOCKED,2017-12-01,349326.2,INR,1
ACCT100007397,CUST0005999,CURRENT,ACTIVE,2012-07-04,108867.01,AED,3
ACCT100007398,CUST0000775,NRO,ACTIVE,2019-05-08,195615.89,INR,1
ACCT100007399,CUST0006748,SALARY,ACTIVE,2019-12-02,18456.53,INR,1
ACCT100007400,CUST0005512,TRUST,DORMANT,2020-07-07,2112462.69,INR,1
ACCT100007401,CUST0007631,SHELL,ACTIVE,2015-03-09,1246210.99,INR,1
ACCT100007402,CUST0000517,SALARY,ACTIVE,2021-08-29,2222.05,SGD,1
ACCT100007403,CUST0004321,SALARY,ACTIVE,2015-10-09,53832.59,SGD,1
ACCT100007404,CUST0003820,SAVINGS,DORMANT,2014-02-18,5104.78,INR,1
ACCT100007405,CUST0001963,SAVINGS,ACTIVE,2018-12-20,38346.36,INR,1
ACCT100007406,CUST0003321,SAVINGS,ACTIVE,2018-10-03,2860.54,INR,1
ACCT100007407,CUST0002084,NRE,ACTIVE,2016-10-05,13426.0,USD,1
ACCT100007408,CUST0004096,SALARY,ACTIVE,2015-09-09,7540.86,USD,1
ACCT100007409,CUST0001137,SALARY,ACTIVE,2012-02-08,138008.6,INR,2
ACCT100007410,CUST0001467,nre,CLOSED,2018-06-12,36289.53,INR,1
ACCT100007411,CUST0002681,NRO,ACTIVE,2013-07-21,18991.34,INR,1
ACCT100007412,CUST0005604,SAVINGS,ACTIVE,2020-08-03,5582.42,INR,3
ACCT100007413,CUST0007422,NRO,ACTIVE,2019-02-16,5341.14,USD,1
ACCT100007414,CUST0000387,SALARY,ACTIVE,2016-05-30,82895.99,USD,1
ACCT100007415,CUST0002622,NRO,ACTIVE,2014-07-29,1619050.4,INR,2
ACCT100007416,CUST0003990,TRUST,DORMANT,2013-05-25,250501.46,INR,1
ACCT100007417,CUST0001942,CURRENT,ACTIVE,2015-04-08,15549.87,INR,1
ACCT100007418,CUST0000736,SALARY,ACTIVE,2015-11-28,5541.41,USD,2
ACCT100007419,CUST0005542,NRE,ACTIVE,2019-03-09,35478.87,AED,2
ACCT100007420,CUST0003634,SAVINGS,ACTIVE,2019-10-15,18834.03,AED,2
ACCT100007421,CUST0007639,CURRENT,ACTIVE,2019-10-01,183957.86,INR,1
ACCT100007422,CUST0006837,SAVINGS,ACTIVE,2012-03-13,210397.96,INR,1
ACCT100007423,CUST0000120,SAVINGS,CLOSED,2016-08-11,5057.83,USD,2
ACCT100007424,CUST0002005,SALARY,DORMANT,2020-02-27,2965.8,INR,1
ACCT100007425,CUST0007812,SALARY,ACTIVE,2015-10-12,27927.05,USD,1
ACCT100007426,CUST0006351,CURRENT,ACTIVE,2021-10-23,32718.44,USD,1
ACCT100007427,CUST0000749,SAVINGS,ACTIVE,2012-04-04,14747.03,INR,1
ACCT100007428,CUST0003093,SAVINGS,ACTIVE,2016-12-25,10591.44,SGD,1
ACCT100007429,CUST0007188,SAVINGS,ACTIVE,2016-02-21,24524.28,AED,3
ACCT100007430,CUST0001236,SHELL,DORMANT,2018-02-25,1404752.41,USD,1
ACCT100007431,CUST0000761,TRUST,ACTIVE,2012-05-02,320653.9,INR,1
ACCT100007432,CUST0007541,nre,ACTIVE,2015-10-11,55252.36,INR,2
ACCT100007433,CUST0003062,SAVINGS,ACTIVE,2012-04-03,77109.22,GBP,1
ACCT100007434,CUST0001817,NRE,BLOCKED,2018-06-29,128551.18,USD,2
ACCT100007435,CUST0005549,NRE,DORMANT,2013-01-29,1372627.85,INR,1
ACCT100007436,CUST0007488,TRUST,ACTIVE,2012-01-14,67560.02,INR,1
ACCT100007437,CUST0004413,CURRENT,ACTIVE,2015-04-14,23196.68,INR,1
ACCT100007438,CUST0005882,CURRENT,ACTIVE,2017-10-04,6017.43,USD,1
ACCT100007439,CUST0006453,SALARY,ACTIVE,2013-04-03,32896.1,USD,3
ACCT100007440,CUST0000735,CURRENT,DORMANT,2020-07-30,90872.07,INR,2
ACCT100007441,CUST0004292,CURRENT,ACTIVE,2019-09-11,112044.92,INR,2
ACCT100007442,CUST0000184,SAVINGS,ACTIVE,2012-12-13,9381.18,INR,1
ACCT100007443,CUST0006237,SALARY,ACTIVE,2020-06-14,36285.01,AED,1
ACCT100007444,CUST0007523,NRO,ACTIVE,2019-04-03,224149.08,INR,1
ACCT100007445,CUST0006366,SALARY,ACTIVE,2012-11-03,5029.92,INR,1
ACCT100007446,CUST0000442,NRE,ACTIVE,2016-01-05,2873914.71,INR,3
ACCT100007447,CUST0004041,CURRENT,ACTIVE,2013-12-03,51127.84,AED,2
ACCT100007448,CUST0005413,current,ACTIVE,2016-10-23,65473.04,INR,2
ACCT100007449,CUST0003589,SHELL,BLOCKED,2013-02-27,2441703.48,INR,1
ACCT100007450,CUST0004985,SHELL,ACTIVE,2015-11-27,208800.92,USD,2
ACCT100007451,CUST0004882,SALARY,ACTIVE,2019-08-23,11147.23,INR,1
ACCT100007452,CUST0000545,CURRENT,ACTIVE,2016-11-23,17429.52,GBP,1
ACCT100007453,CUST0001805,CURRENT,ACTIVE,2016-05-24,7817.36,USD,1
ACCT100007454,CUST0002801,SALARY,ACTIVE,2021-06-01,25513.49,INR,1
ACCT100007455,CUST0005928,SAVINGS,ACTIVE,2020-07-27,322.73,INR,1
ACCT100007456,CUST0003173,SHELL,DORMANT,2020-06-29,64818.45,SGD,1
ACCT100007457,CUST0004546,SALARY,BLOCKED,2013-06-04,35081.9,INR,1
ACCT100007458,CUST0001132,SAVINGS,ACTIVE,2019-04-24,1665.04,INR,1
ACCT100007459,CUST0007658,CURRENT,ACTIVE,2017-07-04,19677.65,USD,1
ACCT100007460,CUST0003852,SAVINGS,CLOSED,2012-02-04,23950.47,INR,2
ACCT100007461,CUST0007773,savings,ACTIVE,2016-09-30,34614.88,INR,1
ACCT100007462,CUST0002653,SALARY,ACTIVE,2015-12-10,24445.77,USD,1
ACCT100007463,CUST0003759,savings,ACTIVE,2014-09-07,44799.82,INR,1
ACCT100007464,CUST0001456, CURRENT ,DORMANT,2016-04-16,9885.78,GBP,3
ACCT100007465,CUST0001815,SALARY,ACTIVE,2021-11-02,24345.25,INR,1
ACCT100007466,CUST0003112,SAVINGS,ACTIVE,2020-04-16,7982.75,INR,1
ACCT100007467,CUST0001276,NRO,ACTIVE,2012-05-05,1754.95,USD,1
ACCT100007468,CUST0001653,SAVINGS,ACTIVE,2015-01-29,190632.27,INR,1
ACCT100007469,CUST0002949,SALARY,ACTIVE,2017-08-12,5814.07,AED,2
ACCT100007470,CUST0003492,TRUST,DORMANT,2015-01-16,325023.52,INR,1
ACCT100007471,CUST0005919,SAVINGS,ACTIVE,2021-02-10,4844.9,GBP,3
ACCT100007472,CUST0004247,savings,ACTIVE,2017-02-22,35618.38,SGD,1
ACCT100007473,CUST0002064,SAVINGS,ACTIVE,2018-06-27,8674.2,INR,1
ACCT100007474,CUST0006216,CURRENT,ACTIVE,2012-06-18,15522.38,INR,1
ACCT100007475,CUST0001545,SALARY,ACTIVE,2017-12-22,498231.39,GBP,1
ACCT100007476,CUST0005302,CURRENT,ACTIVE,2013-12-06,704.62,INR,1
ACCT100007477,CUST0006594,SAVINGS,CLOSED,2013-01-16,7331.77,INR,1
ACCT100007478,CUST0005167,SALARY,DORMANT,2014-02-11,15146.72,USD,1
ACCT100007479,CUST0006227,CURRENT,ACTIVE,2016-08-09,8053.69,AED,1
ACCT100007480,CUST0005925,CURRENT,ACTIVE,2014-11-09,15614.33,INR,1
ACCT100007481,CUST0007720,CURRENT,ACTIVE,2019-06-03,69775.19,INR,2
ACCT100007482,CUST0000072,CURRENT,ACTIVE,2020-09-28,1068.72,INR,1
ACCT100007483,CUST0007801,CURRENT,ACTIVE,2017-04-30,444498.31,INR,1
ACCT100007484,CUST0004305,CURRENT,ACTIVE,2014-12-16,63763.8,SGD,1
ACCT100007485,CUST0005445,CURRENT,ACTIVE,2018-05-05,60370.76,AED,1
ACCT100007486,CUST0006602,CURRENT,ACTIVE,2019-04-20,46678.58,USD,1
ACCT100007487,CUST0000131,savings,ACTIVE,2015-07-26,6641.9,AED,1
ACCT100007488,CUST0006339,SAVINGS,DORMANT,2019-03-16,10178.28,INR,2
ACCT100007489,CUST0006879,SAVINGS,ACTIVE,2013-01-31,18908.01,INR,1
ACCT100007490,CUST0000859,SHELL,ACTIVE,2016-07-28,280274.7,INR,1
ACCT100007491,CUST0003804,SAVINGS,ACTIVE,2012-12-11,9086.28,AED,1
ACCT100007492,CUST0006182,CURRENT,ACTIVE,2016-12-17,89845.01,INR,1
ACCT100007493,CUST0000612,NRO,ACTIVE,2016-11-30,11391.95,INR,1
ACCT100007494,CUST0001021,SAVINGS,ACTIVE,2019-12-02,37556.41,USD,1
ACCT100007495,CUST0003739,SALARY,CLOSED,2015-03-02,387059.12,INR,1
ACCT100007496,CUST0000784,NRO,ACTIVE,2014-04-03,1998668.5,INR,3
ACCT100007497,CUST0001679,SAVINGS,ACTIVE,2019-04-05,25259.33,INR,2
ACCT100007498,CUST0000584,NRE,ACTIVE,2015-02-15,24918.74,INR,2
ACCT100007499,CUST0000999,SALARY,ACTIVE,2016-01-31,90466.72,USD,3
ACCT100007500,CUST0003761,NRE,ACTIVE,2012-05-30,121992.16,INR,1
ACCT100007501,CUST0007580,SAVINGS,ACTIVE,2014-09-27,137151.96,USD,2
ACCT100007502,CUST0005071,SAVINGS,ACTIVE,2014-05-24,5163.57,USD,1
ACCT100007503,CUST0000444,SAVINGS,ACTIVE,2019-07-16,6724.49,INR,3
ACCT100007504,CUST0001920,SHELL,ACTIVE,2013-09-05,1336673.74,INR,2
ACCT100007505,CUST0003480,NRO,ACTIVE,2018-07-13,34768.89,GBP,1
ACCT100007506,CUST0000197,SALARY,ACTIVE,2019-04-12,189824.99,INR,1
ACCT100007507,CUST0000070,CURRENT,ACTIVE,2012-12-31,113425.21,SGD,1
ACCT100007508,CUST0005303,SAVINGS,ACTIVE,2017-06-09,232050.06,INR,1
ACCT100007509,CUST0005765,SAVINGS,DORMANT,2017-10-26,2954.87,USD,1
ACCT100007510,CUST0003353,SAVINGS,ACTIVE,2019-03-19,4382.57,INR,1
ACCT100007511,CUST0007720,SALARY,ACTIVE,2020-07-26,676190.31,INR,1
ACCT100007512,CUST0006279, SALARY ,ACTIVE,2014-07-10,1019.36,USD,1
ACCT100007513,CUST0003231,CURRENT,ACTIVE,2021-12-01,374125.39,INR,1
ACCT100007514,CUST0000003,NRE,ACTIVE,2017-05-11,219183.24,INR,1
ACCT100007515,CUST0003764,SAVINGS,DORMANT,2012-04-19,8585.41,INR,1
ACCT100007516,CUST0000210, SAVINGS ,ACTIVE,2016-05-29,72281.73,INR,1
ACCT100007517,CUST0001088,NRE,ACTIVE,2017-04-24,1863147.91,INR,2
ACCT100007518,CUST0007645,CURRENT,ACTIVE,2016-10-24,54237.99,SGD,1
ACCT100007519,CUST0004417,SALARY,ACTIVE,2020-06-23,17393.07,INR,3
ACCT100007520,CUST0001139,CURRENT,ACTIVE,2013-08-03,62579.2,INR,1
ACCT100007521,CUST0001976,CURRENT,ACTIVE,2019-02-09,43568.8,INR,1
ACCT100007522,CUST0007069,SAVINGS,ACTIVE,2012-09-29,1332.4,INR,1
ACCT100007523,CUST0007739,CURRENT,ACTIVE,2018-12-19,13201.57,INR,1
ACCT100007524,CUST0006655,SAVINGS,CLOSED,2019-12-06,104927.51,INR,1
ACCT100007525,CUST0001791,CURRENT,ACTIVE,2018-12-26,22209.38,GBP,2
ACCT100007526,CUST0001320,SAVINGS,ACTIVE,2020-07-03,3455.39,AED,1
ACCT100007527,CUST0002337,SAVINGS,ACTIVE,2021-11-24,9529.21,INR,1
ACCT100007528,CUST0002543,NRO,DORMANT,2014-04-10,67238.47,USD,1
ACCT100007529,CUST0001752,TRUST,DORMANT,2013-08-27,37949.97,USD,1
ACCT100007530,CUST0002799,SAVINGS,ACTIVE,2019-12-11,12683.16,INR,1
ACCT100007531,CUST0006179,NRO,ACTIVE,2012-10-07,111936.88,INR,1
ACCT100007532,CUST0002543,NRO,DORMANT,2019-03-17,33146.76,SGD,1
ACCT100007533,CUST0004679,CURRENT,ACTIVE,2017-01-13,78690.85,INR,1
ACCT100007534,CUST0003425,CURRENT,ACTIVE,2019-06-11,3187311.8,SGD,1
ACCT100007535,CUST0004292,CURRENT,ACTIVE,2015-06-26,30546.86,INR,1
ACCT100007536,CUST0002595,SALARY,ACTIVE,2018-01-22,1796.79,INR,1
ACCT100007537,CUST0007842,savings,ACTIVE,2012-05-27,78779.57,INR,1
ACCT100007538,CUST0007242,SAVINGS,ACTIVE,2012-09-09,69560.11,USD,1
ACCT100007539,CUST0007626,SHELL,ACTIVE,2017-06-10,3653385.8,INR,1
ACCT100007540,CUST0004837,NRE,ACTIVE,2018-11-09,274634.04,USD,2
ACCT100007541,CUST0002708,CURRENT,ACTIVE,2019-10-29,20239.34,INR,1
ACCT100007542,CUST0000044,SAVINGS,ACTIVE,2015-10-05,20502.55,INR,1
ACCT100007543,CUST0005329,TRUST,DORMANT,2013-12-02,137851.44,INR,1
ACCT100007544,CUST0004009,SAVINGS,ACTIVE,2017-10-04,122018.4,INR,1
ACCT100007545,CUST0007885,SAVINGS,ACTIVE,2021-09-19,72829.64,INR,1
ACCT100007546,CUST0001927,SAVINGS,ACTIVE,2012-02-20,1513.21,INR,1
ACCT100007547,CUST0000350,salary,ACTIVE,2012-03-01,5842.41,SGD,1
ACCT100007548,CUST0004886,NRE,ACTIVE,2014-04-10,569288.75,INR,2
ACCT100007549,CUST0002315,SALARY,ACTIVE,2014-03-27,1806.62,INR,2
ACCT100007550,CUST0001549,CURRENT,ACTIVE,2012-12-22,50691.08,INR,1
ACCT100007551,CUST0000535,SAVINGS,ACTIVE,2014-06-02,1160.44,GBP,2
ACCT100007552,CUST0004170,CURRENT,ACTIVE,2017-02-26,26645.57,INR,1
ACCT100007553,CUST0005404,SAVINGS,ACTIVE,2015-11-15,15456.09,USD,1
ACCT100007554,CUST0004497,SAVINGS,ACTIVE,2019-02-12,2790.82,USD,1
ACCT100007555,CUST0003759,SAVINGS,ACTIVE,2020-01-28,19703.59,SGD,2
ACCT100007556,CUST0004062,NRO,ACTIVE,2019-02-07,214194.94,INR,1
ACCT100007557,CUST0004630,SALARY,ACTIVE,2016-12-19,2834.7,INR,2
ACCT100007558,CUST0006833,current,ACTIVE,2020-04-27,143848.31,GBP,1
ACCT100007559,CUST0006056,TRUST,ACTIVE,2016-12-14,1516349.81,INR,2
ACCT100007560,CUST0003668,SAVINGS,ACTIVE,2014-11-05,12055.99,USD,1
ACCT100007561,CUST0002950,trust,DORMANT,2012-06-21,22392.51,USD,1
ACCT100007562,CUST0007506,savings,ACTIVE,2020-12-10,6201.28,INR,1
ACCT100007563,CUST0005855,NRE,ACTIVE,2020-10-03,245841.14,USD,1
ACCT100007564,CUST0003482,CURRENT,ACTIVE,2017-01-07,8613.79,USD,1
ACCT100007565,CUST0001711,SAVINGS,DORMANT,2020-11-24,12756.66,INR,1
ACCT100007566,CUST0003906,SALARY,ACTIVE,2012-11-05,3139.96,AED,1
ACCT100007567,CUST0002812,SALARY,ACTIVE,2018-07-14,11077.81,USD,2
ACCT100007568,CUST0006317,TRUST,DORMANT,2018-01-29,231980.19,SGD,1
ACCT100007569,CUST0003743,SAVINGS,CLOSED,2014-11-13,15145.3,USD,1
ACCT100007570,CUST0001586,NRE,CLOSED,2019-11-06,335754.41,INR,1
ACCT100007571,CUST0002317,TRUST,ACTIVE,2019-07-06,214785.61,USD,1
ACCT100007572,CUST0007206,CURRENT,ACTIVE,2021-03-13,586006.74,AED,1
ACCT100007573,CUST0007395,CURRENT,CLOSED,2012-02-25,402808.98,INR,1
ACCT100007574,CUST0001817,CURRENT,DORMANT,2015-07-06,94823.28,INR,1
ACCT100007575,CUST0004352,SHELL,DORMANT,2021-08-07,1335162.35,INR,1
ACCT100007576,CUST0002016,SALARY,ACTIVE,2016-07-21,4955.65,USD,1
ACCT100007577,CUST0005917,TRUST,ACTIVE,2019-06-08,566283.02,INR,1
ACCT100007578,CUST0000638,CURRENT,ACTIVE,2013-09-15,109475.54,INR,1
ACCT100007579,CUST0005923,NRO,ACTIVE,2018-01-07,225207.63,INR,1
ACCT100007580,CUST0006812,CURRENT,CLOSED,2012-11-05,234255.39,USD,1
ACCT100007581,CUST0007251,SAVINGS,ACTIVE,2017-09-09,29745.83,INR,1
ACCT100007582,CUST0000787, SALARY ,ACTIVE,2016-01-03,18353.46,INR,2
ACCT100007583,CUST0005895,NRO,ACTIVE,2012-06-24,657045.95,INR,2
ACCT100007584,CUST0000433,SAVINGS,ACTIVE,2021-08-24,18849.23,INR,1
ACCT100007585,CUST0000595,SAVINGS,ACTIVE,2012-08-15,6589.0,INR,1
ACCT100007586,CUST0003656,TRUST,ACTIVE,2012-01-05,764229.36,USD,1
ACCT100007587,CUST0007438,SAVINGS,ACTIVE,2018-02-04,43697.01,INR,3
ACCT100007588,CUST0003427,CURRENT,ACTIVE,2020-07-04,27861.95,USD,1
ACCT100007589,CUST0001672,CURRENT,ACTIVE,2019-07-10,27837.21,AED,1
ACCT100007590,CUST0002176,SAVINGS,ACTIVE,2014-02-27,19771.62,USD,2
ACCT100007591,CUST0007025,CURRENT,ACTIVE,2016-09-15,330323.33,INR,2
ACCT100007592,CUST0003556,NRO,ACTIVE,2014-06-21,46309.04,INR,2
ACCT100007593,CUST0000066,CURRENT,ACTIVE,2012-04-27,6073.15,SGD,3
ACCT100007594,CUST0001728,SALARY,ACTIVE,2015-09-20,1253.17,GBP,1
ACCT100007595,CUST0001501,SAVINGS,BLOCKED,2015-05-01,2318.65,INR,1
ACCT100007596,CUST0006424,SAVINGS,ACTIVE,2017-12-09,2745.26,INR,1
ACCT100007597,CUST0007439,NRE,ACTIVE,2014-10-19,73606.11,INR,1
ACCT100007598,CUST0001480, SAVINGS ,ACTIVE,2012-12-11,7445.6,INR,1
ACCT100007599,CUST0004837,NRE,ACTIVE,2016-03-31,341340.36,INR,1
ACCT100007600,CUST0007171,SALARY,ACTIVE,2015-08-30,75346.17,INR,1
ACCT100007601,CUST0001898,CURRENT,ACTIVE,2020-04-05,183764.56,SGD,1
ACCT100007602,CUST0004338,CURRENT,ACTIVE,2017-05-27,16788.46,SGD,1
ACCT100007603,CUST0002315,CURRENT,ACTIVE,2018-01-16,19897.02,USD,2
ACCT100007604,CUST0004679,SAVINGS,ACTIVE,2012-02-23,669476.04,USD,2
ACCT100007605,CUST0001831,SAVINGS,ACTIVE,2017-12-19,1677.02,INR,2
ACCT100007606,CUST0006661,SAVINGS,ACTIVE,2015-11-14,63979.97,INR,1
ACCT100007607,CUST0000917,SALARY,ACTIVE,2019-07-29,3150.22,INR,1
ACCT100007608,CUST0002710, NRE ,DORMANT,2019-02-09,524511.68,USD,1
ACCT100007609,CUST0004448,SALARY,ACTIVE,2019-12-04,67154.31,INR,1
ACCT100007610,CUST0004646,SALARY,ACTIVE,2013-05-28,15229.81,INR,1
ACCT100007611,CUST0002951,NRO,ACTIVE,2012-06-12,489045.19,AED,2
ACCT100007612,CUST0007930,SALARY,DORMANT,2012-01-21,1647283.23,INR,1
ACCT100007613,CUST0004954,CURRENT,ACTIVE,2018-10-18,6425.5,USD,1
ACCT100007614,CUST0000859,savings,ACTIVE,2014-01-20,81178.49,USD,1
ACCT100007615,CUST0007093,CURRENT,ACTIVE,2016-11-08,282933.84,USD,1
ACCT100007616,CUST0007093,CURRENT,ACTIVE,2017-10-02,5675.45,AED,1
ACCT100007617,CUST0001451,SAVINGS,DORMANT,2020-10-22,28223.72,INR,1
ACCT100007618,CUST0007731,SAVINGS,ACTIVE,2013-10-05,12949.65,INR,3
ACCT100007619,CUST0000644,SALARY,ACTIVE,2015-08-26,30251.08,USD,1
ACCT100007620,CUST0000402,SAVINGS,ACTIVE,2014-05-19,23180.81,SGD,2
ACCT100007621,CUST0007554,NRE,ACTIVE,2012-11-12,587574.3,GBP,1
ACCT100007622,CUST0004282,SAVINGS,ACTIVE,2021-01-30,4410.63,AED,2
ACCT100007623,CUST0004513,CURRENT,ACTIVE,2016-08-18,1270598.9,INR,1
ACCT100007624,CUST0003393,SAVINGS,DORMANT,2018-06-30,22514.29,INR,2
ACCT100007625,CUST0005726,NRE,ACTIVE,2012-11-01,1912681.23,INR,2
ACCT100007626,CUST0002667,CURRENT,ACTIVE,2015-03-05,98726.53,INR,1
ACCT100007627,CUST0007036,SHELL,DORMANT,2018-11-20,4802542.26,INR,2
ACCT100007628,CUST0001087,SALARY,ACTIVE,2012-02-19,12119.36,USD,1
ACCT100007629,CUST0006617,SAVINGS,CLOSED,2015-06-16,103664.66,SGD,1
ACCT100007630,CUST0005978,NRE,ACTIVE,2020-04-18,37078.98,INR,1
ACCT100007631,CUST0007199,SALARY,DORMANT,2013-08-11,53772.02,GBP,1
ACCT100007632,CUST0000208,SAVINGS,DORMANT,2018-12-15,5544.41,INR,1
ACCT100007633,CUST0001732,SAVINGS,ACTIVE,2019-03-22,12712.65,INR,1
ACCT100007634,CUST0006157,CURRENT,ACTIVE,2012-07-27,9759.47,INR,1
ACCT100007635,CUST0000155,SALARY,CLOSED,2013-01-26,4292.79,USD,1
ACCT100007636,CUST0004409, NRO ,ACTIVE,2015-08-07,62833.45,INR,3
ACCT100007637,CUST0001166,SAVINGS,ACTIVE,2019-07-01,40781.38,INR,1
ACCT100007638,CUST0006196,SAVINGS,BLOCKED,2019-03-13,28112.81,INR,1
ACCT100007639,CUST0005055,SALARY,ACTIVE,2019-07-19,6502.02,USD,1
ACCT100007640,CUST0005200,CURRENT,ACTIVE,2021-06-10,119163.51,INR,1
ACCT100007641,CUST0007625, SAVINGS ,ACTIVE,2012-04-23,33603.76,USD,1
ACCT100007642,CUST0000222,SALARY,ACTIVE,2016-10-24,6865.38,INR,1
ACCT100007643,CUST0007808,SAVINGS,ACTIVE,2018-11-14,9095.96,INR,1
ACCT100007644,CUST0001417,CURRENT,ACTIVE,2016-02-06,29290.91,SGD,3
ACCT100007645,CUST0006311,SALARY,ACTIVE,2013-06-01,241113.77,AED,1
ACCT100007646,CUST0005467,CURRENT,ACTIVE,2014-10-29,18893.59,GBP,3
ACCT100007647,CUST0005639,SAVINGS,ACTIVE,2017-02-10,85145.87,INR,3
ACCT100007648,CUST0001593,CURRENT,ACTIVE,2018-06-06,15831.7,INR,2
ACCT100007649,CUST0005611,CURRENT,ACTIVE,2018-05-30,25664.2,GBP,1
ACCT100007650,CUST0006711,SAVINGS,ACTIVE,2021-03-06,33409.39,USD,1
ACCT100007651,CUST0001671,CURRENT,ACTIVE,2014-10-25,135618.17,INR,1
ACCT100007652,CUST0003027,CURRENT,ACTIVE,2015-09-07,81185.13,INR,1
ACCT100007653,CUST0005607,NRO,DORMANT,2016-06-16,282483.01,AED,2
ACCT100007654,CUST0004560,SAVINGS,ACTIVE,2018-10-15,42932.1,INR,2
ACCT100007655,CUST0005237,SALARY,ACTIVE,2016-04-29,29206.73,INR,1
