account_id,customer_id,account_type,account_currency,account_open_date,account_status,account_balance_current,avg_balance_30d,avg_balance_90d,account_age_days,account_freeze_flag,account_freeze_reason_code,account_reactivation_date,account_limit_current,upi_vpa_id,upi_linked_account_count,upi_device_binding_count,upi_primary_device_id,last_activity_date,customer_customer_type,customer_customer_segment,customer_customer_risk_rating,customer_customer_status,customer_customer_open_date,customer_customer_last_kyc_update_date,customer_customer_kyc_status,customer_customer_name,customer_customer_gender,customer_customer_date_of_birth,txn_count,txn_transaction_amount_mean,txn_transaction_amount_max,external_signal_count,external_signal_signal_type_nunique,device_signal_count,device_signal_device_id_nunique,device_signal_ip_address_nunique,mule_flag,mule_typology,txn_count_30d,total_credit_30d,total_debit_30d,rapid_outflow_count_30d,inflow_outflow_ratio_30d,round_amount_ratio_30d,cash_txn_ratio_30d,dormancy_break_flag,unique_counterparties_30d,counterparty_link_count,balance_retention_ratio,unique_devices_30d,avg_ip_risk_score,complaint_count_90d,if4_flag,connected_to_flagged_account_count,graph_degree,typology_available_flag,account_open_date_age_days,account_reactivation_date_age_days,last_activity_date_age_days,customer_customer_open_date_age_days,customer_customer_last_kyc_update_date_age_days,customer_customer_date_of_birth_age_days
ACC00005114,CUST0007348,SAVINGS,INR,2022-02-11,ACTIVE,18042.94,16595.31,14560.21,1144.0,0,NONE,missing,89539.62,acc00005114@upibank,2,2,DEV676957,2024-11-28,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2010-01-31,2014-02-10,COMPLETE,Rachit Srinivas,M,1999-10-12,57,47960.15087719299,100000.0,1.0,1.0,4,1,4,0,missing,57,0.0,0.0,57,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1112,0.0,122,5172,4066,3100
ACC00005115,CUST0002242,SAVINGS,INR,2019-03-14,ACTIVE,350378.0226,321596.65330000035,301410.84750000015,2209.0,0,NONE,missing,1068986.569400002,acc00005115@upibank,4,1,DEV331014,2024-04-04,INDIVIDUAL,RETAIL,LOW,ACTIVE,2014-08-11,2022-12-02,COMPLETE,Tarak Bhavsar,F,1992-07-09,56,29275.042142857143,100000.0,1.0,1.0,5,1,5,0,missing,56,0.0,0.0,56,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2177,0.0,360,3519,849,5751
ACC00005116,CUST0004457,SALARY,INR,2019-03-04,ACTIVE,10663.51,11696.11,10366.63,2219.0,0,NONE,missing,44199.85,acc00005116@upibank,4,2,DEV411802,2025-02-19,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2012-12-28,2022-03-14,COMPLETE,Udant Suresh,F,1966-10-21,43,51372.04000000001,100000.0,1.0,1.0,2,1,2,0,missing,43,0.0,0.0,43,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2187,0.0,39,4110,1112,15144
ACC00005117,CUST0004603,CURRENT,GBP,2016-08-13,ACTIVE,178687.66,151125.68,156478.1,3152.0,0,NONE,missing,395716.45,acc00005117@upibank,3,2,DEV120486,2025-02-20,INDIVIDUAL,RETAIL,LOW,ACTIVE,2011-03-01,2012-12-13,COMPLETE,Samaksh Kohli,F,1956-05-20,36,45008.68833333333,100000.0,1.0,1.0,5,1,5,0,missing,36,0.0,0.0,36,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3120,0.0,38,4778,4490,18950
ACC00005118,CUST0001491,CURRENT,INR,2019-03-03,RESTRICTED,20462.74,16639.05,18282.47,2220.0,1,FRAUD_SUSPECTED,2025-03-10,59139.11,acc00005118@upibank,4,1,DEV715532,2024-08-28,INDIVIDUAL,HNI,LOW,ACTIVE,2016-10-22,2018-02-24,COMPLETE,Arunima Chand,M,2005-11-01,50,38303.3438,100000.0,1.0,1.0,6,1,6,0,missing,50,0.0,0.0,50,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2188,20.0,214,2716,2591,888
ACC00005119,CUST0003911,SAVINGS,INR,2022-08-22,ACTIVE,3024.76,2994.16,2627.11,952.0,0,NONE,missing,9137.14,acc00005119@upibank,3,2,DEV366822,2024-05-19,INDIVIDUAL,RETAIL,VERY_HIGH,INACTIVE,2011-05-23,2021-11-06,COMPLETE,Nandini Dasgupta,F,1987-03-18,37,44124.920810810814,100000.0,1.0,1.0,1,1,1,0,missing,37,0.0,0.0,37,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,920,0.0,315,4695,1240,7691
ACC00005120,CUST0000963,CURRENT,USD,2019-09-19,ACTIVE,39317.24,41926.93,30876.81,2020.0,0,NONE,missing,48512.31,acc00005120@upibank,1,2,DEV893809,2024-09-02,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2022-12-29,2023-09-21,COMPLETE,Janani Anne,M,1960-04-13,50,37259.454,100000.0,1.0,1.0,5,1,5,0,missing,50,0.0,0.0,50,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1988,0.0,209,457,556,17526
ACC00005121,CUST0001661,WALLET,INR,2023-09-28,ACTIVE,32135.45,35233.26,31895.43,550.0,0,NONE,missing,71498.3,acc00005121@upibank,1,1,DEV138991,2024-06-30,INDIVIDUAL,RETAIL,LOW,ACTIVE,2023-08-05,2024-05-10,COMPLETE,Qushi Buch,M,2001-02-18,63,43998.45238095238,100000.0,1.0,1.0,1,1,1,0,missing,63,0.0,0.0,63,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,518,0.0,273,238,324,2605
ACC00005122,CUST0000272,SAVINGS,GBP,2018-03-12,ACTIVE,6237.99,5740.44,5434.01,2576.0,0,NONE,missing,18547.57,acc00005122@upibank,3,2,DEV633073,2024-06-26,INDIVIDUAL,RETAIL,LOW,ACTIVE,2021-06-20,2024-08-02,COMPLETE,Bahadurjit Borde,M,2000-09-26,47,31444.80553191489,100000.0,1.0,1.0,4,1,4,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2544,0.0,277,1014,240,2750
ACC00005123,CUST0007601,SAVINGS,INR,2023-11-04,ACTIVE,7283.28,6070.03,5564.66,513.0,0,NONE,missing,10916.7,acc00005123@upibank,4,2,DEV298728,2024-12-26,INDIVIDUAL,RETAIL,LOW,ACTIVE,2010-11-06,2022-10-03,COMPLETE,Ijaya Sampath,F,1998-07-01,64,43293.82265625,100000.0,1.0,1.0,1,1,1,0,missing,64,0.0,0.0,64,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,481,0.0,94,4893,909,3568
ACC00005124,CUST0004786,OD,INR,2023-02-15,ACTIVE,21383.24,22986.25,15934.97,775.0,0,NONE,missing,31035.36,acc00005124@upibank,2,2,DEV896366,2024-11-25,INDIVIDUAL,HNI,LOW,ACTIVE,2010-12-31,2014-10-17,COMPLETE,Girik Sarna,F,2006-05-25,49,26922.005714285715,100000.0,1.0,1.0,7,1,7,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,743,0.0,125,4838,3817,683
ACC00005125,CUST0007053,SAVINGS,INR,2020-04-01,ACTIVE,33513.29,36672.76,29368.58,1825.0,0,NONE,missing,58043.91,missing,1,2,DEV191068,2024-10-01,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2012-08-28,2024-07-21,COMPLETE,Jason Saran,M,1984-01-12,53,37093.40471698113,100000.0,1.0,1.0,7,1,7,0,missing,53,0.0,0.0,53,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1793,0.0,180,4232,252,8852
ACC00005126,CUST0007874,CURRENT,INR,2021-01-12,ACTIVE,1135.93,1041.02,820.45,1539.0,0,NONE,missing,2697.05,acc00005126@upibank,1,1,DEV358664,2024-05-13,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2011-04-09,2015-03-02,COMPLETE,Triveni Kala,M,1984-04-16,47,38009.931276595744,100000.0,1.0,1.0,4,1,4,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1507,0.0,321,4739,3681,8757
ACC00005127,CUST0000734,CURRENT,INR,2022-03-21,ACTIVE,77943.99,64025.6,58189.3,1106.0,0,NONE,missing,265763.62,acc00005127@upibank,1,2,DEV700831,2024-09-23,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2017-11-08,2023-01-13,COMPLETE,Tarak Sha,M,1967-05-20,48,46820.108125,100000.0,1.0,1.0,7,1,7,0,missing,48,0.0,0.0,48,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1074,0.0,188,2334,807,14933
ACC00005128,CUST0006287,SAVINGS,INR,2015-03-23,ACTIVE,12168.46,12981.39,11577.2,3661.0,0,NONE,missing,38309.19,missing,3,1,DEV932446,2024-09-06,INDIVIDUAL,STUDENT,LOW,ACTIVE,2019-03-08,2021-12-19,PARTIAL,Omisha Rana,F,1998-01-10,40,36020.6415,100000.0,1.0,1.0,7,1,7,0,missing,40,0.0,0.0,40,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3629,0.0,205,1849,1197,3740
ACC00005129,CUST0004650,SALARY,USD,2015-01-21,ACTIVE,4455.54,3868.87,3837.56,3711.01,0,NONE,missing,11164.11,missing,2,2,DEV106589,2024-11-07,INDIVIDUAL,RETAIL,LOW,ACTIVE,2014-04-28,2021-12-10,COMPLETE,Tanish Balay,F,1987-07-05,52,38997.11288461539,100000.0,1.0,1.0,7,1,7,0,missing,52,0.0,0.0,52,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3690,0.0,143,3624,1206,7582
ACC00005130,CUST0004619,SAVINGS,GBP,2020-10-16,ACTIVE,68137.29,71220.94,56230.75,1627.0,0,NONE,missing,230967.08,missing,2,2,DEV867234,2025-02-01,INDIVIDUAL,RETAIL,LOW,ACTIVE,2021-02-09,2022-02-06,COMPLETE,Brinda Gokhale,F,1965-12-03,37,40945.08,100000.0,1.0,1.0,2,1,2,0,missing,37,0.0,0.0,37,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1595,0.0,57,1145,1148,15466
ACC00005131,CUST0002229,SAVINGS,EUR,2020-10-09,ACTIVE,21410.96,20700.69,17749.78,1634.0,0,NONE,missing,89505.14,acc00005131@upibank,2,1,DEV855003,2024-05-29,INDIVIDUAL,RETAIL,LOW,ACTIVE,2021-10-03,2025-02-02,COMPLETE,Qarin Bhat,F,1997-12-25,47,45167.085106382976,100000.0,1.0,1.0,7,1,7,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1602,0.0,305,909,56,3756
ACC00005132,CUST0007951,WALLET,EUR,2023-10-24,ACTIVE,94788.08,85634.76,94595.8,524.0,0,NONE,missing,397836.88,acc00005132@upibank,1,2,DEV510189,2024-10-05,BUSINESS,SME,LOW,ACTIVE,2020-07-24,2022-08-16,COMPLETE,Hemani Sidhu,M,1991-06-02,56,43678.54660714285,100000.0,1.0,1.0,1,1,1,0,missing,56,0.0,0.0,56,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,492,0.0,176,1345,957,6154
ACC00005133,CUST0006372,SAVINGS,INR,2019-03-15,ACTIVE,37255.05,33033.76,30910.21,2208.0,0,NONE,missing,100969.34,acc00005133@upibank,2,2,DEV238286,2024-12-12,INDIVIDUAL,STUDENT,LOW,ACTIVE,2012-06-10,2014-01-18,COMPLETE,Samarth Jain,F,1966-07-20,43,52172.06651162791,100000.0,1.0,1.0,3,1,3,0,missing,43,0.0,0.0,43,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2176,0.0,108,4311,4089,15237
ACC00005134,CUST0001098,CURRENT,INR,2019-01-25,ACTIVE,21986.47,24125.69,21146.71,2257.0,0,NONE,missing,91218.4,acc00005134@upibank,2,2,DEV943553,2024-07-26,INDIVIDUAL,RETAIL,LOW,ACTIVE,2022-10-10,2022-12-02,COMPLETE,Warhi Raghavan,F,1966-11-13,46,41253.73804347826,100000.0,1.0,1.0,2,1,2,0,missing,46,0.0,0.0,46,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2225,0.0,247,537,849,15121
ACC00005135,CUST0006767,SAVINGS,EUR,2021-05-01,ACTIVE,18337.88,15615.31,17255.72,1430.0,0,NONE,missing,67428.59,missing,1,1,DEV355833,2025-03-30,INDIVIDUAL,STUDENT,MEDIUM,ACTIVE,2016-10-06,2019-03-22,COMPLETE,Ekantika Lalla,F,1980-03-26,57,40347.96438596492,100000.0,1.0,1.0,7,1,7,0,missing,57,0.0,0.0,57,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1398,0.0,0,2732,2200,10239
ACC00005136,CUST0004849,WALLET,INR,2016-10-03,ACTIVE,39310.83,37523.31,31022.36,3101.0,0,NONE,missing,158019.44,acc00005136@upibank,1,2,DEV907378,2025-01-25,INDIVIDUAL,NRI,LOW,ACTIVE,2015-04-04,2022-06-15,COMPLETE,Aarush Garde,M,1984-11-21,47,44657.56595744681,100000.0,1.0,1.0,6,1,6,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3069,0.0,64,3283,1019,8538
ACC00005137,CUST0006655,OD,INR,2024-01-24,RESTRICTED,13410.09,14149.24,10523.4,432.0,1,COURT_ORDER,missing,62312.3,acc00005137@upibank,1,1,DEV280101,2024-04-15,BUSINESS,SME,LOW,ACTIVE,2017-02-03,2020-09-15,COMPLETE,Jalsa Suri,F,2006-01-31,46,47040.965,100000.0,1.0,1.0,3,1,3,0,missing,46,0.0,0.0,46,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,400,0.0,349,2612,1657,797
ACC00005138,CUST0001271,CURRENT,INR,2022-06-01,ACTIVE,7918.15,6551.06,7133.2,1034.0,0,NONE,missing,10711.82,acc00005138@upibank,3,1,DEV795784,2024-09-03,BUSINESS,SME,MEDIUM,ACTIVE,2019-01-05,2022-05-12,COMPLETE,Advika Mittal,F,1995-11-23,47,38714.01042553192,100000.0,1.0,1.0,3,1,3,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1002,0.0,208,1911,1053,4519
ACC00005139,CUST0007946,SALARY,INR,2015-04-08,ACTIVE,45793.2,41154.01,43015.95,3645.0,0,NONE,missing,107212.65,acc00005139@upibank,3,1,DEV651496,2024-10-17,INDIVIDUAL,NRI,MEDIUM,INACTIVE,2011-06-06,2021-06-10,COMPLETE,Naveen Gala,F,1956-09-29,34,39079.492352941175,100000.0,1.0,1.0,3,1,3,0,missing,34,0.0,0.0,34,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3613,0.0,164,4681,1389,18818
ACC00005140,CUST0004959,NRO,INR,2022-08-29,ACTIVE,18520.15,16121.45,18201.58,945.0,0,NONE,missing,54665.05,missing,1,2,DEV443094,2024-12-05,INDIVIDUAL,STUDENT,LOW,ACTIVE,2018-04-10,2021-04-17,COMPLETE,Damini Peri,F,1976-07-29,51,45935.76607843137,100000.0,1.0,1.0,3,1,3,0,missing,51,0.0,0.0,51,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,913,0.0,115,2181,1443,11575
ACC00005141,CUST0000081,SAVINGS,INR,2015-05-28,ACTIVE,22931.83,22224.18,17985.09,3595.0,0,NONE,missing,54494.12,acc00005141@upibank,1,1,DEV962490,2025-01-02,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2020-05-10,2024-09-01,COMPLETE,Urvashi Wali,F,1978-08-29,43,59611.27069767442,100000.0,1.0,1.0,2,1,2,0,missing,43,0.0,0.0,43,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3563,0.0,87,1420,210,10814
ACC00005142,CUST0003678,SAVINGS,INR,2022-04-29,ACTIVE,81410.2,67333.33,77886.74,1067.0,0,NONE,missing,257723.85,acc00005142@upibank,1,1,DEV969246,2024-07-23,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2018-06-24,2020-03-09,COMPLETE,Jhalak Bhatt,OTHER,1965-02-01,48,44668.82750000001,100000.0,1.0,1.0,4,1,4,0,missing,48,0.0,0.0,48,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1035,0.0,250,2106,1847,15771
ACC00005143,CUST0000569,SAVINGS,INR,2019-02-24,ACTIVE,19213.11,19992.49,16808.37,2227.0,0,NONE,missing,90834.43,acc00005143@upibank,3,2,DEV119654,2025-02-05,INDIVIDUAL,RETAIL,VERY_HIGH,ACTIVE,2013-03-06,2021-03-10,COMPLETE,Ganga Buch,F,2006-05-05,40,39721.351,100000.0,1.0,1.0,6,1,6,0,missing,40,0.0,0.0,40,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2195,0.0,53,4042,1481,703
ACC00005144,CUST0004512,OD,INR,2020-08-12,ACTIVE,22427.44,19816.46,19460.09,1692.0,0,NONE,missing,41118.26,missing,3,1,DEV992496,2025-03-29,INDIVIDUAL,RETAIL,LOW,ACTIVE,2018-06-19,2025-03-11,COMPLETE,Gaurika Sagar,F,1968-01-19,40,33958.45825,100000.0,1.0,1.0,2,1,2,0,missing,40,0.0,0.0,40,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1660,0.0,1,2111,19,14689
ACC00005145,CUST0001325,SAVINGS,INR,2018-04-15,ACTIVE,10725.94,9044.46,10262.29,2542.0,0,NONE,missing,45256.41,acc00005145@upibank,2,2,DEV435084,2024-12-15,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2022-11-06,2024-05-22,COMPLETE,Nicholas Raj,F,1987-01-25,61,48021.93934426229,100000.0,1.0,1.0,2,1,2,0,missing,61,0.0,0.0,61,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2510,0.0,105,510,312,7743
ACC00005146,CUST0007129,SALARY,INR,2018-10-29,FROZEN,36934.0,37508.53,28999.04,2345.0,1,FRAUD_SUSPECTED,missing,114362.87,acc00005146@upibank,2,1,DEV979117,2024-12-28,INDIVIDUAL,RETAIL,LOW,ACTIVE,2018-11-14,2021-08-01,PARTIAL,Bhavna Kaur,M,1959-04-22,45,50219.16422222222,100000.0,1.0,1.0,2,1,2,0,missing,45,0.0,0.0,45,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2313,0.0,92,1963,1337,17883
ACC00005147,CUST0001162,SAVINGS,INR,2019-11-21,ACTIVE,33516.51,36851.16,25305.42,1957.0,0,NONE,missing,166810.44,acc00005147@upibank,1,2,DEV579064,2024-05-27,INDIVIDUAL,RETAIL,LOW,ACTIVE,2015-05-26,2016-08-06,COMPLETE,Bhavini Choudhry,M,1965-11-15,53,45706.09396226415,100000.0,1.0,1.0,6,1,6,0,missing,53,0.0,0.0,53,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1925,0.0,307,3231,3158,15484
ACC00005148,CUST0003395,SAVINGS,INR,2018-06-12,ACTIVE,64921.24,65973.98,47713.57,2484.0,0,NONE,missing,97282.45,acc00005148@upibank,4,1,DEV898847,2024-05-22,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2014-09-09,2015-08-02,COMPLETE,Gaurangi Koshy,M,1959-10-28,46,52873.29521739131,100000.0,1.0,1.0,1,1,1,0,missing,46,0.0,0.0,46,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2452,0.0,312,3490,3528,17694
ACC00005149,CUST0006391,CURRENT,INR,2015-04-02,ACTIVE,10993.35,9261.33,10612.25,3651.0,0,NONE,missing,17067.54,acc00005149@upibank,1,1,DEV176096,2025-02-23,INDIVIDUAL,NRI,MEDIUM,ACTIVE,2013-07-11,2024-02-11,COMPLETE,Warinder Dalal,M,1985-03-13,45,33350.86044444444,100000.0,1.0,1.0,3,1,3,0,missing,45,0.0,0.0,45,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3619,0.0,35,3915,413,8426
ACC00005150,CUST0002565,SAVINGS,INR,2021-12-04,ACTIVE,12716.04,11130.06,12124.83,1213.0,0,NONE,missing,57477.39,acc00005150@upibank,4,2,DEV403681,2024-10-18,INDIVIDUAL,RETAIL,LOW,ACTIVE,2013-07-02,2014-12-16,COMPLETE,Yashica Kuruvilla,M,1961-12-20,44,45626.67840909091,100000.0,1.0,1.0,7,1,7,0,missing,44,0.0,0.0,44,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1181,0.0,163,3924,3757,16910
ACC00005151,CUST0000292,SAVINGS,INR,2017-04-25,ACTIVE,56986.23,57164.49,46944.93,2897.0,0,NONE,missing,88043.84,acc00005151@upibank,1,2,DEV490171,2024-10-06,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2022-04-11,2023-11-01,COMPLETE,Tanvi Chhabra,F,1964-06-26,49,44681.60612244898,100000.0,1.0,1.0,4,1,4,0,missing,49,0.0,0.0,49,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2865,0.0,175,719,515,15991
ACC00005152,CUST0005563,CURRENT,INR,2023-08-17,ACTIVE,29811.68,32096.22,28243.77,592.0,0,NONE,missing,81198.55,acc00005152@upibank,4,1,DEV441174,2025-01-01,INDIVIDUAL,RETAIL,HIGH,ACTIVE,2022-06-14,2022-07-19,COMPLETE,Zinal Narula,M,1996-05-04,41,37828.05975609756,100000.0,1.0,1.0,7,1,7,0,missing,41,0.0,0.0,41,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,560,0.0,88,655,985,4356
ACC00005153,CUST0005970,WALLET,INR,2017-02-14,ACTIVE,7424.48,7886.35,7020.76,2967.0,0,NONE,missing,10189.8,acc00005153@upibank,2,2,DEV790283,2025-03-12,BUSINESS,SME,MEDIUM,ACTIVE,2022-07-13,2022-08-04,COMPLETE,Orinder Om,M,1985-10-03,39,36489.24153846154,100000.0,1.0,1.0,4,1,4,0,missing,39,0.0,0.0,39,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2935,0.0,18,626,969,8222
ACC00005154,CUST0001925,CURRENT,INR,2016-02-10,ACTIVE,105647.66,106102.86,79628.67,3337.0,0,NONE,missing,191732.4,acc00005154@upibank,4,2,DEV404516,2025-01-03,BUSINESS,SME,LOW,ACTIVE,2016-02-19,2022-06-23,COMPLETE,Oni De,M,1980-04-29,39,30304.99615384616,100000.0,1.0,1.0,7,1,7,0,missing,39,0.0,0.0,39,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3305,0.0,86,2962,1011,10205
ACC00005155,CUST0006592,SALARY,INR,2016-09-27,ACTIVE,2869.4,2517.77,2302.95,3107.0,0,NONE,missing,7676.73,acc00005155@upibank,1,2,DEV583174,2025-01-15,INDIVIDUAL,RETAIL,LOW,DORMANT,2021-02-23,2022-02-11,COMPLETE,Chaitanya Pal,M,1975-04-23,42,42119.26595238095,100000.0,1.0,1.0,1,1,1,0,missing,42,0.0,0.0,42,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3075,0.0,74,1131,1143,12038
ACC00005156,CUST0003509,SAVINGS,INR,2017-11-25,ACTIVE,56451.76,55166.06,52350.67,2683.0,0,NONE,missing,281602.59,acc00005156@upibank,3,1,DEV182523,2024-05-11,INDIVIDUAL,HNI,HIGH,INACTIVE,2013-10-18,2018-06-18,COMPLETE,Hritik Dyal,F,1983-07-21,50,40777.0056,100000.0,1.0,1.0,7,1,7,0,missing,50,0.0,0.0,50,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2651,0.0,323,3816,2477,9027
ACC00005157,CUST0002631,CURRENT,INR,2019-08-20,ACTIVE,4825.87,4119.18,4671.1,2050.0,0,NONE,missing,10891.27,acc00005157@upibank,2,1,DEV357419,2024-11-26,INDIVIDUAL,RETAIL,LOW,ACTIVE,2017-04-01,2021-04-19,COMPLETE,Daksh Dalal,M,1964-12-21,62,42092.54241935484,100000.0,1.0,1.0,5,1,5,0,missing,62,0.0,0.0,62,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2018,0.0,124,2555,1441,15813
ACC00005158,CUST0001348,CURRENT,EUR,2020-05-24,ACTIVE,211704.4,230830.53,193153.16,1772.0,0,NONE,missing,479346.91,acc00005158@upibank,3,1,DEV625449,2024-09-21,INDIVIDUAL,RETAIL,LOW,ACTIVE,2017-04-30,2019-01-27,COMPLETE,Jagat Nayar,F,1978-03-05,47,47031.98255319149,100000.0,1.0,1.0,2,1,2,0,missing,47,0.0,0.0,47,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1740,0.0,190,2526,2254,10991
ACC00005159,CUST0000967,SAVINGS,INR,2022-06-22,ACTIVE,3451.21,3277.13,3176.37,1013.0,0,NONE,missing,13506.82,acc00005159@upibank,3,1,DEV508032,2024-06-23,INDIVIDUAL,RETAIL,MEDIUM,ACTIVE,2020-09-23,2024-08-14,COMPLETE,Hamsini Kade,M,1976-01-10,42,35690.93928571428,100000.0,1.0,1.0,2,1,2,0,missing,42,0.0,0.0,42,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,981,0.0,280,1284,228,11776
ACC00005160,CUST0004680,SAVINGS,INR,2024-02-04,ACTIVE,87789.82,82984.92,80724.75,421.0,0,NONE,missing,384932.41,missing,4,2,DEV673544,2024-11-11,INDIVIDUAL,RETAIL,LOW,ACTIVE,2022-06-07,2023-11-19,COMPLETE,Nisha Mall,F,1970-04-28,40,35423.473,100000.0,1.0,1.0,7,1,7,0,missing,40,0.0,0.0,40,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,389,0.0,139,662,497,13859
ACC00005161,CUST0001309,SAVINGS,INR,2019-09-18,ACTIVE,19971.05,19270.8,15415.44,2021.0,0,NONE,missing,77436.71,acc00005161@upibank,4,1,DEV683995,2024-05-16,BUSINESS,SME,LOW,ACTIVE,2016-06-22,2023-12-04,COMPLETE,Vedant Bail,M,1959-01-12,57,42063.33070175439,100000.0,1.0,1.0,6,1,6,0,missing,57,0.0,0.0,57,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,1989,0.0,318,2838,482,17983
ACC00005162,CUST0001853,SALARY,INR,2016-04-10,ACTIVE,14186.94,13272.82,11544.98,3277.0,0,NONE,missing,38364.52,acc00005162@upibank,3,2,DEV188803,2024-05-29,INDIVIDUAL,RETAIL,MEDIUM,DORMANT,2011-09-15,2013-04-18,COMPLETE,Anay Pradhan,F,1999-05-30,40,30778.82975,100000.0,1.0,1.0,2,1,2,0,missing,40,0.0,0.0,40,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,3245,0.0,305,4580,4364,3235
ACC00005163,CUST0006943,SALARY,INR,2022-10-07,ACTIVE,27514.71,27810.77,21186.8,906.0,0,NONE,missing,116012.02,acc00005163@upibank,1,2,DEV728785,2025-02-13,INDIVIDUAL,RETAIL,LOW,ACTIVE,2014-08-21,2015-02-02,COMPLETE,Anay Bir,OTHER,1964-11-14,44,38468.55909090909,100000.0,1.0,1.0,1,1,1,0,missing,44,0.0,0.0,44,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,874,0.0,45,3509,3709,15850
ACC00005164,CUST0001474,SALARY,INR,2017-04-12,ACTIVE,47017.75,40111.0,45160.87,2910.0,0,NONE,missing,53579.38,acc00005164@upibank,4,2,DEV487926,2025-03-29,INDIVIDUAL,NRI,LOW,ACTIVE,2019-04-11,2020-10-18,PARTIAL,Ekaraj Amble,M,2006-03-17,42,29340.652857142857,100000.0,1.0,1.0,7,1,7,0,missing,42,0.0,0.0,42,0.0,1,0.0,1,0,0,1.0,1,0,0.0,0,0,0,0,2878,0.0,1,1815,1624,752
